Table No.19 (C),,,,,,,,
"STATEMENT ON REMITTANCE-WISE FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE DURING MAY, 2015",,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
1081,COKINETIC SYSTEMS INDIA PRIVATE LIMITED,U.S.A,KRISTAN LEE STEVENS,BANGALORE,Providing software support and maintenance to the clients,0.50,0.01,
1082,RELCY TECHNOLOGIES INDIA PRIVATE LIMITED,U.S.A,RELCY INC,BANGALORE,Providing software support and maintenance to the clients,0.10,0.00,
1083,BELGAUM MEDICAL DEVICES & DESIGN PRIVATE,U.S.A,SHIVANAND VASANT KINI JOINTLY WITH MANJU,BANGALORE,Manufacture of orthopedic and prosthetic devices,0.27,0.00,
1084,FLUIDAGAIN IT SOLUTIONS PRIVATE LIMITED,U.S.A,RAMBASHYAM,BANGALORE,Providing software support and maintenance to the clients,0.50,0.01,
1085,BRIDGESGI SOLUTIONS INDIA PRIVATE LIMITE,U.S.A,BRIDGESGI SOLUTIONS GROUP CORP,BANGALORE,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page",0.10,0.00,
1086,FUZZY LOGIX INDIA PRIVATE LIMITED,U.S.A,FUZZY LOGIX LLC,BANGALORE,Providing software support and maintenance to the clients,0.10,0.00,
1087,U2SI TECHNOLOGIES PRIVATE LIMITED,U.S.A,U2SI INC,BANGALORE,Providing software support and maintenance to the clients,0.09,0.00,
1088,SENAISSANCE SOFTWARE PRIVATE LIMITED,U.S.A,JEYAMARIAPPAN GANAPATHY,BANGALORE,Providing software support and maintenance to the clients,0.30,0.00,
1089,CUCUMBERTOWN SOFTWARE LABS PRIVATE LIMIT,U.S.A,CUCUMBERTOWN INC,BANGALORE,Computer consultancy and computer facilities management activities,0.10,0.00,
1090,INQUIRLY TECHNOLOGIES PRIVATE LIMITED,U.S.A,SAPPHIRE TECH SERVICES INC,BANGALORE,Providing software support and maintenance to the clients,1.55,0.02,
1091,HYPRATEK FLUID POWER PRIVATE LIMITED,U.S.A,RMB FINANCE S.A,BANGALORE,Manufacture of fluid power equipment,19.60,0.31,
1092,APTEAN INDIA PRIVATE LIMITED,U.S.A,APTEAN INC,BANGALORE,Providing software support and maintenance to the clients,56.63,0.89,
1093,IT RESONANCE PRIVATE LIMITED,U.S.A,IT Resonance Inc,CHENNAI,Providing software support and maintenance to the clients,1.25,0.02,
1094,UNITEDLEX BPO PVT LTD,U.S.A,RYAN S REEVES,NEW DELHI,Other information technology and computer service activities n.e.c,1.28,0.02,
1095,M/S CYBERABAD CITIZENS HEALTH SERVICES P,U.S.A,Rudraraju Sruthi Raju,HYDERABAD,Hospital activities,5.50,0.09,
1096,M/S CYBERABAD CITIZENS HEALTH SERVICES P,U.S.A,Smitha Rudraraju Raju,HYDERABAD,Hospital activities,5.00,0.08,
1097,ENGENDERHEALTH INDIA,U.S.A,ENGENDERHEALTH INC,NEW DELHI,Other human health activities n.e.c. (including independent ambulance activities),0.10,0.00,
1098,GLOBAL UPSIDE INDIA PRIVATE LIMITED,U.S.A,Global Upside Inc.,NEW DELHI,"Accounting, bookkeeping and auditing activities",0.06,0.00,
1099,INVEST INDIA MICRO PENSION SERVICES PVT,U.S.A,MICHAEL AND SUSAN DELL FOUNDATION,NEW DELHI,Activities auxiliary to financial service activities n.e.c.,10.00,0.16,
1100,JASPER INFOTECH PVT LTD,U.S.A,BLACKROCK GLOBAL OPPORTUNITIES EQUITY TR,NEW DELHI,Other information technology and computer service activities n.e.c,112.38,1.76,
1101,XIMA ENTERPRISES PVT LTD,U.S.A,SANJAY GOVIL,NEW DELHI,Real estate activities with own or leased property,29.31,0.46,
1102,CERANA IMPORTS PRIVATE LIMITED,U.S.A,Michael Buckley,NEW DELHI,Wholesale of intoxicants like wines and liquors,0.62,0.01,
1103,LIBERO SPORTS INDIA PRIVATE LIMITED,U.S.A,LIBERO SPORTS ASIA LLC,NEW DELHI,Other sports activities,0.37,0.01,
1104,CYBER GROUP INDIA PRIVATE LIMITED,U.S.A,CYBER GROUP INC,NEW DELHI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page",9.60,0.15,
1105,ZOMATO MEDIA PRIVATE LIMITED,U.S.A,Neeraj Arora,NEW DELHI,Advertising,62.22,0.98,
1106,CYPRESS INDUSTRIES INDIA PVT LTD,U.S.A,CYPRESS HOLDING COMPANY,NEW DELHI,Manufacture of other wiring devices and fittings n.e.c.,0.10,0.00,
1107,CYPRESS INDUSTRIES INDIA PVT LTD,U.S.A,THOMAS JAMES LONSDALE II,NEW DELHI,Manufacture of other wiring devices and fittings n.e.c.,0.00,0.00,
1108,CERANA IMPORTS PRIVATE LIMITED,U.S.A,Neeraj Kumar,NEW DELHI,Wholesale of intoxicants like wines and liquors,0.60,0.01,
1109,SUNRIDER  INDIA PVT. LTD.,U.S.A,Sunrider India INC,NEW DELHI,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods",5.54,0.09,
1110,JASPER INFOTECH PVT LTD,U.S.A,RECRUIT STRATEGIC PARTNERS,NEW DELHI,Other information technology and computer service activities n.e.c,54.01,0.85,
1111,JASPER INFOTECH PVT LTD,U.S.A,THE ENTRUST GROUP INC,NEW DELHI,Other information technology and computer service activities n.e.c,5.38,0.08,
1112,EICHER POLARIS PRIVATE LIMITED,U.S.A,Polaris Industries Inc.,NEW DELHI,Manufacture of motor vehicles n.e.c.,305.00,4.78,
1113,BERKELEY HEALTHEDU PVT LTD,U.S.A,Newbury Ventures,NEW DELHI,Other educational services n.e.c.,10.75,0.17,
1114,BERKELEY HEALTHEDU PVT LTD,U.S.A,Branagh Wignall Investments,NEW DELHI,Other educational services n.e.c.,10.75,0.17,
1115,CEVA ANIMAL HEALTH INDIA PRIVATE LIMITED,U.S.A,Ceva U.S. Holdings Inc,NEW DELHI,Wholesale of pharmaceutical and medical goods,0.00,0.00,
1116,AVLAAN PHARMACEUTICAL PRIVATE LIMITED,U.S.A,Anurag Lodha,CHENNAI,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics, endocrine",0.05,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
1117,FORD INDIA PRIVATE LIMITED,U.S.A,FORD MOTOR COMPANY,CHENNAI,Manufacture of passenger cars,"1,589.83",24.92,
1118,FORD INDIA PRIVATE LIMITED,U.S.A,FORD INTERNATIONAL SERVICES LLC,CHENNAI,Manufacture of passenger cars,300.17,4.70,
1119,BLUESTONE JEWELLERY AND LIFESTYLE PVT LT,U.S.A,SVB FINANCIAL GROUP,BANGALORE,"Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals",0.03,0.00,
1120,BLUESTONE JEWELLERY AND LIFESTYLE PVT LT,U.S.A,SVB FINANCIAL GROUP,BANGALORE,"Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals",48.97,0.77,
1121,AURIGO SOFTWARE TECHNOLOGIES PRIVATE LIM,U.S.A,AURIGO SOFTWARE TECHNOLOGIES INC,BANGALORE,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page",7.47,0.12,
1122,LIVE SPORTS365 PRIVATE LIMITED,U.S.A,LALITHAMBICA DOKKU,BANGALORE,Other sports activities,9.39,0.15,
1123,QUIVER DIGITAL SOLUTIONS INDIA PRIVATE L,U.S.A,PREMIERE DIGITAL SERVICES INC,BANGALORE,Reproduction of recorded media,7.35,0.12,
1124,TVM SIGNALLING AND TRANSPORTATION SYSTEM,U.S.A,PARVATHI HUNASIKATTI,BANGALORE,Manufacture of mechanical and electro-mechanical signalling safety and traffic control equipment for,0.38,0.01,
1125,ARCHWAY GLOBAL SOFTWARE SOLUTIONS INDIA,U.S.A,ARCHWAY TECHNOLOGY PARTNERS INC,BANGALORE,Other information technology and computer service activities n.e.c,0.10,0.00,
1126,ARCHWAY GLOBAL SOFTWARE SOLUTIONS INDIA,U.S.A,KEYSTONE INTERNATIONAL HOLDINGS LLC,BANGALORE,Other information technology and computer service activities n.e.c,0.00,0.00,
1127,GUJARAT JHM HOTELS LTD,U.S.A,JHM HOTELS LLC,AHMEDABAD,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house includes accommodation in house",0.29,0.00,
1128,LOUDCELL TECHNOLOGIES PRIVATE LIMITED,U.S.A,Ramesh Kumar Gupta,NEW DELHI,Manufacture of industrial process control equipment,0.92,0.01,
1129,MOLSON COORS COBRA INDIA PVT LTD (COBRA,U.S.A,COORS BREWING COMPANY,NEW DELHI,Manufacture of beer,99.22,1.56,
1130,HARLAN LABORATORIES INDIA PRIVATE LIMITE,U.S.A,HARLAN HOLDINGS INC.,AHMEDABAD,Raising of swine/pigs (including breeding of swine/pigs),0.01,0.00,
1131,GUJARAT JHM HOTELS LTD,U.S.A,HASMUKH P RAMA,AHMEDABAD,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house includes accommodation in house",0.53,0.01,
1132,MAJESCO SOFTWARE AND SOLUTIONS INDIA PRI,U.S.A,"MAJESCO SOFTWARE AND SOLUTIONS,INC.",AHMEDABAD,Computer consultancy and computer facilities management activities,3.40,0.05,
1133,NGA TECHNOLOGIES PRIVATE LIMITED,U.S.A,Surendra Kumar Goel,NEW DELHI,Other information technology and computer service activities n.e.c,3.04,0.05,
1134,CROSSLAY REMEDIES PVT LTD,U.S.A,NEELAM NARULA,NEW DELHI,Other human health activities n.e.c. (including independent ambulance activities),3.08,0.05,
1135,CROSSLAY REMEDIES PVT LTD,U.S.A,ARUN NARULA,NEW DELHI,Other human health activities n.e.c. (including independent ambulance activities),10.99,0.17,
1136,CROSSLAY REMEDIES PVT LTD,U.S.A,AKHIL JAIN,NEW DELHI,Other human health activities n.e.c. (including independent ambulance activities),0.88,0.01,
1137,GOLDVIP TECHNOLOGY SOLUTIONS PRIVATE LIM,U.S.A,RAVI PRAKASH SRIVASTAVA,NEW DELHI,"Operation of other websites that act as portals to the Internet, such as media sites providing periodically",1.50,0.02,
1138,CROSSLAY REMEDIES PVT LTD,U.S.A,SAMTA BANSAL,NEW DELHI,Other human health activities n.e.c. (including independent ambulance activities),0.95,0.01,
1139,FRONTIER MARKETS CONSULTING PRIVATE LIMI,U.S.A,BEYOND CAPITAL FUND,NEW DELHI,"Wholesale of electrical machinery, equipment and supplies, n.e.c.",1.51,0.02,
1140,ZEPHYR HEALTH SERVICES INDIA PRIVATE LIM,U.S.A,ZEPHYR HEALTH INC,NEW DELHI,Other information technology and computer service activities n.e.c,0.00,0.00,
1141,JASPER INFOTECH PVT LTD,U.S.A,ANAND && VENKY LLC,NEW DELHI,Other information technology and computer service activities n.e.c,13.50,0.21,
1142,JASPER INFOTECH PVT LTD,U.S.A,KENNETH GLASS,NEW DELHI,Other information technology and computer service activities n.e.c,5.38,0.08,
1143,CAMP DRESSER AND MCKEE INDIA PRIVATE LIM,U.S.A,CDM Smith INC,CHENNAI,Architectural and engineering activities and related technical consultancy,4.98,0.08,
1144,CROSSLAY REMEDIES PVT LTD,U.S.A,ARUN NARULA,NEW DELHI,Other human health activities n.e.c. (including independent ambulance activities),22.64,0.35,
1145,TWG WARRANTY SERVICES INDIA PRIVATE LIMI,U.S.A,TWG WARRANTY GROUP INC,CHENNAI,Management consultancy activities,0.00,0.00,
1146,SUPERIOR TALENT INDIA PRIVATE LTD,U.S.A,SUPERIOR SHARED SERVICES INC,CHENNAI,Human resources provision and management of human resources functions,12.34,0.19,
1147,ATCHAYAM BUSINESS SOLUTIONS PVT LTD,U.S.A,PG LLC,CHENNAI,"Ice cream mobile vendors, mobile food carts",2.52,0.04,
1148,SARVA GOKULAM HR SOLUTIONS PVT LTD,U.S.A,MUTHUKUMAR RAMALINGAM,CHENNAI,Activities of employment placement agencies,0.54,0.01,
1149,AVLAAN PHARMACEUTICAL PRIVATE LIMITED,U.S.A,Arun natarajan,CHENNAI,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics, endocrine",0.05,0.00,
1150,FEDERAL-MOGUL BEARINGS (INDIA) LTD,U.S.A,FEDERAL MOGUL CORPORATION USA,NEW DELHI,"Manufacture of bearings, gears, gearing and driving elements",45.40,0.71,
1151,NORTH STAR TECHPARK PRIVATE LIMITED,U.S.A,JAE DUK CHOI,AHMEDABAD,Computer consultancy and computer facilities management activities,0.58,0.01,
1152,VAS DATA SERVICES (P) LTD,U.S.A,Carthage LP,NEW DELHI,Manufacture of all types of textile garments and clothing accessories,6.12,0.10,
1153,BRAY CONTROL INDIA PRIVATE LIMITED,U.S.A,BRAY INTERNATIONAL INC.,AHMEDABAD,"Manufacture of other pumps, compressors, taps and valves etc.",93.24,1.46,
1154,GRAMEEN KOOTA FINANCIAL SERVICES PRIVATE,U.S.A,CREATION INVESTMENTS SOCIAL VENTURE FUND,BANGALORE,"Other financial service activities, except insurance and pension funding activities, n.e.c.",122.75,1.92,
1155,VADATECH INDIA PRIVATE LIMITED,U.S.A,VADATECH INC US,BANGALORE,Computer consultancy and computer facilities management activities,0.10,0.00,
1156,Deemtek Systems India Private Limited,U.S.A,DEEMTEK GLOBAL SOLUTIONS LLC,BANGALORE,Other telecommunications activities,0.10,0.00,
1157,SENSARA TECHNOLOGIES INDIA PRIVATE LIMIT,U.S.A,SENSARA INC,BANGALORE,Other information technology and computer service activities n.e.c,1.00,0.02,
,,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
1158,EDUTEL TECHNOLOGIES PRIVATE LIMITED,U.S.A,MICHAEL & SUSAN DELL FOUNDATION,BANGALORE,Educational support services,62.00,0.97,
1159,CLYP VIDEO PRIVATE LIMITED,U.S.A,CHORI-AMES SUPPORTING FOUNDATION,BANGALORE,Motion picture distribution,0.93,0.01,
1160,I & B SEEDS PRIVATE LIMITED,U.S.A,W ATLEE BURPEE COMPANY,BANGALORE,Research and experimental development on natural sciences and engineering,189.72,2.97,
1161,CONTENTENABLERS INDIA PRIVATE LIMITED,U.S.A,BRADLEY JAMES KABANUK,BANGALORE,Computer consultancy and computer facilities management activities,0.10,0.00,
1162,IMP ENERGY SYSTEMS & SOLUTIONS INDIA PVT,U.S.A,IMP ENERGY SYSTEMS & SOLUTIONS LLC,BANGALORE,Architectural and engineering activities and related technical consultancy,0.09,0.00,
1163,ANALYTTICA DATALAB PRIVATE LIMITED,U.S.A,ANALYTTICA DATALAB INC,BANGALORE,Data processing activities including report writing,5.00,0.08,
1164,PRETTL INDIA PRIVATE LIMITED,U.S.A,PRETTL INTERNATI0NAL INC,BANGALORE,Management consultancy activities,1.00,0.02,
1165,MAESTRO GLOBAL SERVICES INDIA PRIVATE LI,U.S.A,Maestro Technologies Inc.,NEW DELHI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page",0.89,0.01,
1166,CERANA IMPORTS PRIVATE LIMITED,U.S.A,Seth Curt Schechtman,NEW DELHI,Wholesale of intoxicants like wines and liquors,0.60,0.01,
1167,JASPER INFOTECH PVT LTD,U.S.A,BlackRock International Growth and Incom,NEW DELHI,Other information technology and computer service activities n.e.c,68.17,1.07,
1168,STELLA ENTERPRISES PRIVATE LIMITED,U.S.A,BRETT J LEE,AHMEDABAD,Other business support service activities n.e.c.,0.07,0.00,
1169,STELLA ENTERPRISES PRIVATE LIMITED,U.S.A,BRETT J LEE,AHMEDABAD,Other business support service activities n.e.c.,0.05,0.00,
1170,ALWAR POWER COMPANY PVT LTD,U.S.A,VINAY BARARIA,NEW DELHI,"Collection and distribution of electric energy to households, industrial, commercial and other users",16.77,0.26,
1171,ALWAR POWER COMPANY PVT LTD,U.S.A,INDERJEET SINGH,NEW DELHI,"Collection and distribution of electric energy to households, industrial, commercial and other users",1.10,0.02,
1172,ALWAR POWER COMPANY PVT LTD,U.S.A,SEEMA GULATI,NEW DELHI,"Collection and distribution of electric energy to households, industrial, commercial and other users",4.57,0.07,
1173,JASPER INFOTECH PVT LTD,U.S.A,BlackRock International Opportunities Po,NEW DELHI,Other information technology and computer service activities n.e.c,128.08,2.01,
1174,JASPER INFOTECH PVT LTD,U.S.A,BlackRock Global Opportunities Equity Tr,NEW DELHI,Other information technology and computer service activities n.e.c,45.45,0.71,
1175,JASPER INFOTECH PVT LTD,U.S.A,BlackRock Global Opportunities Portfolio,NEW DELHI,Other information technology and computer service activities n.e.c,13.94,0.22,
1176,JASPER INFOTECH PVT LTD,U.S.A,BlackRock Science & Technology Opportuni,NEW DELHI,Other information technology and computer service activities n.e.c,24.27,0.38,
1177,JASPER INFOTECH PVT LTD,U.S.A,Optimum International Fund,NEW DELHI,Other information technology and computer service activities n.e.c,24.27,0.38,
1178,ELS INTERNATIONAL EDUCATION PATHWAYS PVT,U.S.A,"ELS Educational Services, Inc",MUMBAI,Educational support services,11.92,0.19,
1179,BHAVNA SOFTWARE INDIA PVT LTD,U.S.A,Bhavna Corp,NEW DELHI,Computer consultancy and computer facilities management activities,3.67,0.06,
1180,LENDINGKART TECHNOLOGIES PRIVATE LIMITED,British Virginia,RHYTHM VENTURES LIMITED,AHMEDABAD,Other information technology and computer service activities n.e.c,0.02,0.00,
1181,LENDINGKART TECHNOLOGIES PRIVATE LIMITED,British Virginia,RHYTHM VENTURES LIMITED,AHMEDABAD,Other information technology and computer service activities n.e.c,6.08,0.10,
1182,ASADHYA ENTERPRISES PRIVATE LIMITED,British Virginia,CLOUD SOLUTION GLOBAL LTD,NEW DELHI,Other non-specialised wholesale trade n.e.c.,1.22,0.02,
1183,ARYA SHIP CHARTERERS PVT LTD,British Virginia,Palmview Investments Overseas Limited,MUMBAI,Sea and coastal long distance water transport,172.29,2.70,
1184,NEW LIFE INDIA FERTILITY CLINIC PRIVATE,Georgia,Mariam Kukunashvili,NEW DELHI,Medical practice activities,0.50,0.01,
1185,NEW LIFE INDIA FERTILITY CLINIC PRIVATE,Georgia,Mariam Kukunashvili,NEW DELHI,Medical practice activities,1.63,0.03,
1186,NEW LIFE INDIA FERTILITY CLINIC PRIVATE,Georgia,Mariam Kukunashvili,NEW DELHI,Medical practice activities,0.86,0.01,
1187,NEW LIFE INDIA FERTILITY CLINIC PRIVATE,Georgia,Mariam Kukunashvili,NEW DELHI,Medical practice activities,1.55,0.02,
1188,NEW LIFE INDIA FERTILITY CLINIC PRIVATE,Georgia,Mariam Kukunashvili,NEW DELHI,Medical practice activities,0.05,0.00,
1189,NEW LIFE INDIA FERTILITY CLINIC PRIVATE,Georgia,Mariam Kukunashvili,NEW DELHI,Medical practice activities,1.46,0.02,
1190,BITUMODE INTERNATIONAL PRIVATE LIMITED,Egypt,MODERN WATER PROOFING COMPANY,AHMEDABAD,"Manufacture of other petroleum n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum",1.60,0.03,
1191,BITUMODE INTERNATIONAL PRIVATE LIMITED,Egypt,MODERN WATER PROOFING COMPANY,AHMEDABAD,"Manufacture of other petroleum n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum",1.48,0.02,
1192,TECH MAHINDRA LTD (MAHINDRA BRITISH TELE,Zambia,THIAGARAJAN PRASANNA,MUMBAI,Computer consultancy and computer facilities management activities,0.33,0.01,
1193,TECH MAHINDRA LTD (MAHINDRA BRITISH TELE,Zambia,THIAGARAJAN PRASANNA,MUMBAI,Computer consultancy and computer facilities management activities,0.22,0.00,
1194,M/S NEEL METAL FANALCA ENVIRONMENT MANAG,Colombia,FANALCA S.A.,NEW DELHI,Collection of non-hazardous waste,22.37,0.35,
1195,M/S NEEL METAL FANALCA ENVIRONMENT MANAG,Colombia,FANALCA S.A.,NEW DELHI,Collection of non-hazardous waste,3.85,0.06,
1196,MANTHAN TIE-UP PVT. LTD.,Seychelles,TITANS LTD,KOLKATA,Manufacture of hot-rolled and cold-rolled products of steel,28.36,0.44,
1197,NOVATAK ELECTRO INDIA PVT LTD(EAR NOVATA,Belize,larizola ltd,NEW DELHI,"Wholesale of office machinery and equipment, except computers and computer peripheral equipment",1.17,0.02,
1198,NOVATAK ELECTRO INDIA PVT LTD(EAR NOVATA,Belize,larizola ltd,NEW DELHI,"Wholesale of office machinery and equipment, except computers and computer peripheral equipment",0.06,0.00,
,,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
1199,NOVATAK ELECTRO INDIA PVT LTD(EAR NOVATA,Belize,Larizola Ltd,NEW DELHI,"Wholesale of office machinery and equipment, except computers and computer peripheral equipment",1.56,0.02,
1200,NATEL NEUTRATEC 9INDIA) PRIVATE LIMITED,Botswana,VIJAY KUMAR NAIK,AHMEDABAD,Manufacture of homoeopathic or biochemic pharmaceutical preparations,5.60,0.09,
1201,ENHANCESYS INNOVATIONS PRIVATE LIMITED (,St. Lucia,GANADO INVESTMENT CORP LTD,NEW DELHI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page",5.54,0.09,
1202,MAXIM LABEL & PACKAGING (INDIA) PVT LTD,SAMOA ISLANDS,EVEREARTH CO LIMITED,BANGALORE,"Printing directly onto textiles, flexographic plastic, glass, metal, wood and ceramics",7.28,0.11,
1203,FOXCONN TECHNOLOGY (INDIA) PRIVATE LIMIT,SAMOA ISLANDS,Healthy Time Group Limited,CHENNAI,Manufacture of other communication equipments n.e.c.,25.61,0.40,
1204,FOXCONN TECHNOLOGY (INDIA) PRIVATE LIMIT,SAMOA ISLANDS,Healthy Time Group Limited,CHENNAI,Manufacture of other communication equipments n.e.c.,77.95,1.22,
1205,FOXCONN TECHNOLOGY (INDIA) PRIVATE LIMIT,SAMOA ISLANDS,Healthy Time Group Limited,CHENNAI,Manufacture of other communication equipments n.e.c.,89.12,1.40,
