"Table No. 19 (c)
STATEMENT ON REMITTANCE-WISE DETAILS OF FDI EQUITY INFLOW UNDER RBI’s AUTOMATIC ROUTE
RECEIVED DURING OCTOBER 2021 TO DECEMBER 2021",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
2853,"PROFICIENCY
LEARNING SOLUTIONS PRIVATE LIMITED",DELHI,South Delhi,EDUCATION,"United Education Company
K.S.C. (Closed)",Kuwait,1138.9,15.1103,Received in the company
2854,C2C Global Education India Private Limited,DELHI,New Delhi,Management consultancy activities,C2C Global Education Japan Inc.,Japan,1000,13.4234,Received in the Company
2855,FDST SERVICES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",FINQUEST SARL,Luxembourg,1000,13.4234,Received in the Company
2856,Fuji Gurugram Foundation,DELHI,Central Delhi,"General school education in the second stage of the secondary level (Senior/Higher secondary) giving, in
principle, access to higher education",C2C Global Education Japan Inc.,Japan,1000,13.4234,Received in the Company
2857,GOFIN LABS INDIA PRIVATE LIMITED,MAHARASHTRA,Pune,Computer consultancy and computer facilities management activities,VELOX PAY SINGAPORE PTE LTD,Singapore,1000,13.4234,Received in the Company
2858,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,Providing software support and maintenance to the clients,AMIT UNDE,U.S.A,1000,13.4234,Received in the Company
2859,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,Providing software support and maintenance to the clients,PARVEZ SHAIKH,U.S.A,1000,13.4234,Received in the Company
2860,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,Providing software support and maintenance to the clients,BAKSHI GURVEER SINGH CHOPRA,U.S.A,1000,13.4234,Received in the Company
2861,NCSP INDIA SOFTWARE PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and computer service
activities n.e.c",PULLAM RAJU MUDUNURI,U.S.A,1000,13.4234,Received in the Company
2862,NCSP INDIA SOFTWARE PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and computer service
activities n.e.c",ANUJ RAJENDRAN,U.S.A,1000,13.4234,Received in the Company
2863,"STANDARDS WISE INTERNATIONAL INDIA
PRIVATE LIMITED",ANDHRA PRADESH,Srikakulam,Other residential care activities n.e.c.,BABY BOOMERS PTY LTD,Australia,1000,13.4234,Received in the Company
2864,"VEERAPPAN AND GOVI SUBRAMANIAN (VGS)
FOUNDATION INDIA",TAMIL NADU,Chennai,OTHER EDUCATIONAL SERVICES N.E.C.,"VGS Foundation, Inc",U.S.A,1000,13.4234,Received in the Company
2865,VISEVEN INDIA PRIVATE LIMITED,DELHI,North West Delhi,Providing software support and maintenance to the clients,VISEVEN EUROPE OU,Ukraine,1000,13.4234,Received in the Company
2866,VUPICO CONSULTING INDIA PRIVATE LIMITED,TAMIL NADU,Coimbatore,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",COLIN LOO WAI LOK,Singapore,1000,13.4234,Received in the Company
2867,WATERJET SYSTEMS INTERNATIONAL PRIVATE LIMITED,UTTAR PRADESH,Ghaziabad,Machining; treatment and coating of metals,WATERJET SYSTEMS INTERNATIONAL SAGL,Switzerland,1000,13.4234,Received in the Company
2868,EUROFINS AME IT SERVICES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other professional, scientific and technical activities n.e.c.",Eurofins International Holdings LUX SARL,Luxembourg,1000,13.3484,Received in the company
2869,EUROFINS DIGITAL TESTING INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other professional, scientific and technical activities n.e.c.",Eurofins International Holdings LUX SARL,Luxembourg,1000,13.3484,Received in the company
2870,PROTEANTECS INDIA PRIVATE LIMITED,MAHARASHTRA,Pune,"Other professional, scientific and technical
activities n.e.c.",PROTEANTECS INC,U.S.A,1000,13.3484,Received in the company
2871,SERAC PACKAGING SOLUTION PRIVATE LIMITED,MAHARASHTRA,Pune,Manufacture of other special-purpose machinery n.e.c.,SAS SERAC GROUP,France,1000,13.3484,Brownfield
2872,88ACADEMICS (INDIA) PRIVATE LIMITED,DELHI,Central Delhi,Higher education not leading to a degree or equivalent,ANIL AHUJA,Singapore,1000,13.2674,Received in the company
2873,BLEND360 INDIA PRIVATE LIMITED,Telangana,Hyderabad,"Writing, modifying, testing of computer program to meet the needs of a particular
client excluding web-",PATRICK EDWARD HENNESSY # NOMINEE OF BLEND360 INTERNATIONAL HOLDINGS LLC #,U.S.A,1000,13.2674,Received in the company
,,,,page designing,,,,,
2874,NEXXUS VC SERVICES PRIVATE LIMITED,UTTAR PRADESH,Gautam Buddha Nagar,Software installation,NEBIL BENAISSA,U.S.A,970,12.8694,Received in the company
2875,STERLING ACCURIS WELLNESS PRIVATE LIMITED,GUJARAT,Ahmedabad,Other human health activities n.e.c. (including independent ambulance activities),"NHPEA Nanda Devi Holding
B. V.",Netherland,700,9.3439,Received in the company
2876,C2PERFORM INDIA PRIVATE LIMITED,CHANDIGARH,Chandigarh,Other information technology and computer service activities n.e.c,STEVEN C PRESTON,U.S.A,690,9.2104,Received in the company
2877,GODREJ CONSUMER PRODUCTS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of insecticides, rodenticides, fungicides, herbicides",Puneet Kusumbia,Indonesia,600,8.009,Received in the company
2878,GODREJ CONSUMER PRODUCTS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of insecticides, rodenticides, fungicides,
herbicides",Dinesh Nambiar,Indonesia,600,8.009,Received in the company
2879,GODREJ CONSUMER PRODUCTS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of insecticides,
rodenticides, fungicides, herbicides",Prashant Chacko,UAE,600,8.009,Received in the company
2880,GODREJ CONSUMER PRODUCTS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of insecticides, rodenticides, fungicides,
herbicides",Gaurav Kaushal,South Africa,600,8.009,Received in the company
2881,HEALTHY MIND ONLINE INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other professional, scientific and technical activities n.e.c.",Healthy Mind Online Pte Ltd,Singapore,510,6.846,Received in the Company
2882,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support and
maintenance to the clients",SAMIR R DIGHE,U.S.A,500,6.7117,Received in the Company
2883,BPS ACCESSORIES PRIVATE LIMITED,TAMIL NADU,Kanchipuram,"Manufacture of hats, caps and other clothing accessories such as gloves,belts, ties,
cravats, hairnets etc.",Randa India LLC,U.S.A,500,6.6742,Received in the company
2884,GODREJ CONSUMER PRODUCTS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of insecticides,
rodenticides, fungicides, herbicides",Vaibhav Ram,UAE,500,6.6742,Received in the company
2885,GODREJ CONSUMER PRODUCTS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of insecticides, rodenticides, fungicides,
herbicides",Chirag Savla,Kenya,500,6.6742,Received in the company
2886,SheepMedical India Private limited,MAHARASHTRA,Mumbai,"Wholesale of scientific, medical and surgical machinery and
equipment",SHEEPMEDICAL PTE. LTD.,Singapore,500,6.6742,Received in the company
2887,Hultec India Private Limited,MAHARASHTRA,Pune,Manufacture of other rubber products n.e.c.,James Richard Hirst,U.S.A,500,6.6337,Received in the company
2888,JUNITEN SOFTECH PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,JUNITEN PTE LTD,Singapore,490,6.501,Received in the company
2889,INDIPAISA PRIVATE LIMITED,UTTAR PRADESH,Gautam Buddha Nagar,Other information technology and computer service activities n.e.c,NEBIL BENAISSA,U.S.A,442,5.8642,Received in the company
2890,M/S BLUE5GREEN PRIVATE LIMITED,TAMIL NADU,Chennai,"Other information technology and
computer service activities n.e.c",Blue5Green LLC,U.S.A,400,5.3694,Received in the Company
2891,SPINNY AUTOREV PRIVATE LIMITED,HARYANA,Gurgaon,Wholesale and retail sale of used motor vehicles,Inder Singh,U.S.A,350,4.6436,Received in the company
2892,BOOKYOURGYM FITNESS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",LETSVENTURE ONLINE PTE LTD,Singapore,278.96,3.7446,Received in the Company
2893,SPINNY AUTOREV PRIVATE LIMITED,HARYANA,Gurgaon,Wholesale and retail sale of used motor vehicles,Murali Vasan Sundaralingam,Canada,280,3.7149,Received in the company
2894,BOOKYOURGYM FITNESS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",ROBERT K MAGNUSON,U.S.A,274.72,3.6671,Received in the company
2895,BOOKYOURGYM FITNESS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",ABHIMANYU SINGH,U.S.A,274.72,3.6671,Received in the company
2896,Webmanufact Private Limited,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",David Horvath,Hungary,250,3.3371,Received in the company
2897,Dr. Reddy's,TELANGANA,Hyderabad,Manufacture of,Surender Reddy Amireddy,U.S.A,210,2.8189,Received in
,Laboratories Limited,,,"medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic
acid, its",,,,,the Company
2898,Antares Vision India Private Limited,MAHARASHTRA,Mumbai,Manufacture of other special-purpose machinery n.e.c.,FT SYSTEM SRL,Italy,200,2.6697,Received in the company
2899,COOPTIONS CORPORATION LIMITED,TELANGANA,Hyderabad,"Other professional, scientific and technical activities n.e.c.",WALDEN INVESTMENTS VI,Mauritius,160.6,2.1438,Received in the company
2900,Jack Nadel International India Private Limited,UTTAR PRADESH,Gautam Buddha Nagar,"Other professional, scientific and technical activities n.e.c.",CONFABLO LTD,United Kingdom,100,1.3423,Received in the Company
2901,Indsystems IT Private Limited,DELHI,South Delhi,"Other information technology and computer service
activities n.e.c",Anna Nikolaevna Makarova,Russia,100,1.3348,Received in the company
2902,Revolut Payments India Private Limited,MAHARASHTRA,Mumbai,"Other professional, scientific and technical activities n.e.c.",Revolut Limited,United Kingdom,100,1.3348,Received in the company
2903,GEMMA GLOBAL PRIVATE LIMITED,DELHI,South West Delhi,"Wholesale of other
basic/manufactured food stuffs n.e.c.",Mr. UJONG LEE,South Korea,100,1.3267,Received in the company
2904,GRAINPRO INDIA POSTHARVEST TECHNOLOGY PRIVATE LIMITED,MAHARASHTRA,Pune,"Other post harvest crop activities, n.e.c.",Tom De Bruin,Philippines,100,1.3267,Received in the company
2905,HEALTHEC INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other professional, scientific and technical activities n.e.c.",ASHISH KAPOOR,U.S.A,100,1.3267,Received in the company
2906,HEALTHEC INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other professional, scientific and technical activities n.e.c.",SITA KAPOOR,U.S.A,100,1.3267,Received in the company
2907,HUEHOCO INDIA GROUP PRIVATE LIMITED,HARYANA,Gurgaon,Machining; treatment and coating of metals,Advanced Carrier Products,France,100,1.3267,Received in the company
2908,TESSELLATION SOFTWARE PRIVATE,MAHARASHTRA,Pune,"Writing, modifying, testing of computer",Kasumi Araki Siegenfeld,U.S.A,100,1.3267,Received in the company
,LIMITED,,,"program to meet the needs of a particular client excluding web-
page designing",,,,,
2909,Warner Music India Private Limited,MAHARASHTRA,Mumbai,"Activities of sound recording in studio or
elsewhere",WEA Europe Inc,U.S.A,100,1.3267,Received in the company
2910,GRANO69 BEVERAGES PRIVATE LIMITED,NEW DELHI,SOUTH WEST DELHI,"Wholesale of confectionery, bakery products and beverages
other than intoxicants",DAUBLE PTE LTD,Singapore,39.59,0.5253,Received in the company
2911,FROSTY BOY INDIA PRIVATE LIMITED,DELHI,West Delhi,Retail sale of other food products n.e.c.,FBAIP Pty. Ltd,Australia,20,0.267,Received in the company
2912,Zomato Limited,DELHI,South Delhi,Other information service activities n.e.c.,Sayed Munaf Ahmed,UAE,19.6,0.26,Received in the company
2913,Zomato Limited,DELHI,South Delhi,Other information service activities n.e.c.,Noren Radhakrishna Kamat,UAE,17,0.2255,Received in the company
2914,Zomato Limited,DELHI,South Delhi,Other information service activities n.e.c.,Vaibhav Anand,UAE,15,0.199,Received in the company
2915,Zomato Limited,DELHI,South Delhi,Other information service activities n.e.c.,Syed Qawwam Ahmed,UAE,14,0.1857,Received in the company
2916,CCI Systems Private Limited,KARNATAKA,Bengaluru,Architectural and engineering activities and related technical consultancy,John Philip Jamar,U.S.A,10,0.1342,Received in the Company
2917,CUSTOMERINSIGHTS.AI INDIA PRIVATE LIMITED,TELANGANA,Hyderabad,"Other information technology and
computer service activities n.e.c",Abhay Jajoo,U.S.A,10,0.1342,Received in the Company
2918,DOWC TECHNOLOGIES PRIVATE LIMITED,TAMIL NADU,Chennai,Web-page designing,Edvie Marie Castro,U.S.A,10,0.1342,Received in the Company
2919,DOWC TECHNOLOGIES PRIVATE LIMITED,TAMIL NADU,Chennai,Web-page designing,Michael Anthony Wymard,U.S.A,10,0.1342,Received in the Company
2920,D-REV INDIA PRIVATE LIMITED,MADHYA PRADESH,Indore,"Manufacture of other medical and dental
instruments n.e.c.",Krista Marie Donaldson,U.S.A,10,0.1342,Received in the Company
2921,EKATERRA RESEARCH AND DEVELOPMENT INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,RESEARCH AND EXPERIMENTAL DEVELOPMENT ON NATURAL SCIENCES AND ENGINEERING,EKATERRA GROUP HOLDINGS 2 BV,Netherland,10,0.1342,Received in the Company
2922,EKATERRA SERVICE,KARNATAKA,Bengaluru,Other business support,EKATERRA GROUP,Netherland,10,0.1342,Received in
,INDIA PRIVATE LIMITED,,,service activities n.e.c,HOLDINGS 2 BV,,,,the Company
2923,FIONEER INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,SAP FIONEER SOLUTIONS GMBH,Germany,10,0.1342,Received in the Company
2924,GDT INDIA PRIVATE LIMITED,TAMIL NADU,Chennai,Providing software support and maintenance to the clients,John Woodard Roberts,U.S.A,10,0.1342,Received in the Company
2925,GRENE WIS INDIA PRIVATE LIMITED,TAMIL NADU,Chennai,"Wholesale of electrical machinery, equipment and supplies, n.e.c.",CHANSENHOLDING APS,Denmark,10,0.1342,Received in the Company
2926,ICEA SEO INDIA PRIVATE LIMITED,HARYANA,Gurgaon,"Operation of web sites that use a search engine to generate and maintain extensive databases of internet addresses and content in an easily searchable
format",Seoprotect Spolka Z Ograniczona Odpowiedzialnoscia,Poland,10,0.1342,Received in the Company
2927,Prod Software India Private Limited,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",ELECTRONICS FOR IMAGING B V,Netherland,10,0.1342,Received in the Company
2928,SCHRODINGER INDIA PRIVATE LIMITED,Telangana,Hyderabad,"Other information technology and
computer service activities n.e.c","Schrodinger, Inc.",U.S.A,10,0.1342,Received in the Company
2929,AEW INDIA NORTH TWO PRIVATE LIMITED,DELHI,Central Delhi,Electric power generation using solar energy,Ibrahim Mohammed A. Aljomaih,Saudi Arabia,10,0.1335,Received in the company
2930,AVIATRIX SYSTEMS INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,JOHN JENDRICKS,U.S.A,10,0.1335,Received in the company
2931,AVIATRIX SYSTEMS INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,STEPHEN P MULLANEY,U.S.A,10,0.1335,Received in the company
2932,Berg and Larsen India Private Limited,DELHI,South Delhi,Sea and coastal freight water transport,DEMI Holding ApS,Denmark,10,0.1335,Received in the company
2933,Communication Platform India Private,KARNATAKA,Bengaluru,Other information technology and,CM Telecom Singapore Pte Limited,Singapore,10,0.1335,Received in the company
,Limited,,,computer service activities n.e.c,,,,,
2934,DOT PROFESSIONALS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Accounting, bookkeeping and auditing activities",The Dot Professionals Limited,United Kingdom,10,0.1335,Received in the company
2935,Flipkart Finance Private Limited,KARNATAKA,Bengaluru,Other credit granting,QuickRoutes International Private Limited,Singapore,10,0.1335,Received in the company
2936,Friday Media Tech India Private Limited,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",Sam Luke Kidger,United Kingdom,10,0.1335,Received in the company
2937,H1 LIFE SCIENCES PRIVATE LIMITED,Telangana,Hyderabad,"Other information technology and
computer service activities n.e.c",H1 Insights Holdings LLC,U.S.A,10,0.1335,Received in the company
2938,HZ REAL ESTATE INVESTMENT PRIVATE LIMITED,MAHARASHTRA,Pune,"Architectural and engineering activities and related technical
consultancy",RESHMA MADHUKAR SAMBARE,U.S.A,10,0.1335,Received in the company
